,name,name_rus,texts_number,texts_percent
1,4th Earl of Chesterfield,nan,1,0.0003803727653100038
2,A. A. Milne,Алан Александр Милн,3,0.0011411182959300114
3,A. Michael Spence,nan,1,0.0003803727653100038
4,AUREL BRAUN,nan,1,0.0003803727653100038
5,Adalbert Stifter,Адальберт Штифтер,7,0.0026626093571700264
6,Adrián Mac Liman,nan,1,0.0003803727653100038
7,Agneta Pleijel,Агнета Плейель,1,0.0003803727653100038
8,Aivars Kalve,Айвар Калве,1,0.0003803727653100038
9,Alberts Bels,Алберт Бэл,3,0.0011411182959300114
10,Alejo Carpentier,Алехо Карпентьер,1,0.0003803727653100038
11,Aleksis Kivi,Алексис Киви,2,0.0007607455306200076
12,Alessandro Baricco,Алессандро Барикко,1,0.0003803727653100038
13,Alessandro Manzoni,Алессандро Мандзони,1,0.0003803727653100038
14,Alexander Markovsky,nan,1,0.0003803727653100038
15,Alfredo Relaño,nan,1,0.0003803727653100038
16,Amelia Gentleman and Nick Hopkins,nan,1,0.0003803727653100038
17,Amie Ferris-Rotman,nan,1,0.0003803727653100038
18,Andrea Camilleri,Андреа Камиллери,1,0.0003803727653100038
19,Andreï Makine,Андрей Макин,1,0.0003803727653100038
20,Andrejs Upīts,Андрей Упит,5,0.001901863826550019
21,Andrew Buncombe,nan,1,0.0003803727653100038
22,Andrew Higgins,nan,1,0.0003803727653100038
23,Andrew Miller,nan,1,0.0003803727653100038
24,Andris Jakubāns,Андрис Якубан,2,0.0007607455306200076
25,Andris Puriņš,Андрис Пуриньш,1,0.0003803727653100038
26,Andrzej Kublik,Анджей Кублик,1,0.0003803727653100038
27,Andrzej Sapkowski,Анджей Сапковский,6,0.002282236591860023
28,Angel Gómez Fuentes,nan,1,0.0003803727653100038
29,Anjani Trivedi,nan,1,0.0003803727653100038
30,Anna Brigadere,Анна Бригадере,1,0.0003803727653100038
31,Anna Zafesova,Анна Зафесова,1,0.0003803727653100038
32,Annika Thor,Анника Тор,2,0.0007607455306200076
33,Antanas Škėma,Антанас Шкема,1,0.0003803727653100038
34,Anthony Lane,nan,1,0.0003803727653100038
35,Antoine de Saint-Exupéry,Антуан де Сент-Экзюпери,1,0.0003803727653100038
36,Armando Fernández-Xesta,nan,1,0.0003803727653100038
37,Arthur Conan Doyle,Артур Конан Дойл,17,0.006466337010270064
38,Arthur Hailey,Артур Хейли,1,0.0003803727653100038
39,Arthur Schnitzler,Артур Шницлер,2,0.0007607455306200076
40,Astrid Lindgren,Астрид Линдгрен,1,0.0003803727653100038
41,August Strindberg,Август Стриндберг,2,0.0007607455306200076
42,Barcelona Turisme,Barcelona Turisme,1,0.0003803727653100038
43,Ben Rosen,nan,1,0.0003803727653100038
44,Benito Pérez Galdós,Бенито Перес Гальдос,1,0.0003803727653100038
45,Bernard Shaw,Бернард Шоу,1,0.0003803727653100038
46,Bianca Pitzorno,Бьянка Питцорно,1,0.0003803727653100038
47,Bill Conerly,nan,1,0.0003803727653100038
48,Bohdan Czeszko,Богдан Чешко,1,0.0003803727653100038
49,Bolesław Prus,Болеслав Прус,3,0.0011411182959300114
50,Bram Stoker,Брэм Стокер,1,0.0003803727653100038
51,Brian Phillips,nan,1,0.0003803727653100038
52,Bundeszentrale für gesundheitliche Aufklärung (BZgA),Федеральный центр информации о здоровье,1,0.0003803727653100038
53,Camera di Commercio Italo-russa,Camera di Commercio Italo-russa,17,0.006466337010270064
54,Camilo José Cela,Камило Хосе Села,2,0.0007607455306200076
55,Carl-Johan Vallgren,Карл-Йоганн Вальгрен,1,0.0003803727653100038
56,Carlo Collodi,Карло Коллоди,1,0.0003803727653100038
57,Carlo Goldoni,Карло Гольдони,1,0.0003803727653100038
58,Carlos Fuentes,Карлос Фуэнтес,1,0.0003803727653100038
59,Carlos Ilardo,nan,1,0.0003803727653100038
60,Catherine Dolan,nan,1,0.0003803727653100038
61,Catherine Merridale,nan,1,0.0003803727653100038
62,César Cervera,nan,8,0.0030429821224800305
63,Charles Dickens,Чарльз Диккенс,3,0.0011411182959300114
64,Charlotte Brontë,Шарлотта Бронте,1,0.0003803727653100038
65,Christina Wilkie,nan,1,0.0003803727653100038
66,Clive Staples Lewis,Клайв Стейплз Льюис,7,0.0026626093571700264
67,Cruz Morcillo,nan,2,0.0007607455306200076
68,Czesław Miłosz,Чеслав Милош,1,0.0003803727653100038
69,Dan Brown,Дэн Браун,2,0.0007607455306200076
70,Danny Wattin,Данни Ваттин,1,0.0003803727653100038
71,Dario Valcarcel,nan,1,0.0003803727653100038
72,Dave Majumdar,nan,5,0.001901863826550019
73,David Brooks,nan,1,0.0003803727653100038
74,David E. Sanger,nan,1,0.0003803727653100038
75,David Fickling,nan,2,0.0007607455306200076
76,David Filipov,nan,1,0.0003803727653100038
77,David Kaiser,nan,1,0.0003803727653100038
78,David Smith,nan,1,0.0003803727653100038
79,David Wroe,nan,1,0.0003803727653100038
80,Diana Engel,Диана Энгель,1,0.0003803727653100038
81,Diego Merry del Val,nan,2,0.0007607455306200076
82,Dino Buzzati,Дино Буццати,7,0.0026626093571700264
83,Doug Bandow,nan,2,0.0007607455306200076
84,Douglas Adams,Дуглас Адамс,1,0.0003803727653100038
85,Dr. Michael Ivanovitch,nan,1,0.0003803727653100038
86,EDITORIAL FISA ESCUDO DE ORO,"Издательство ""EDITORIAL FISA ESCUDO DE ORO S. A.""",2,0.0007607455306200076
87,EMILY TAMKIN,nan,1,0.0003803727653100038
88,EMMA GREEN,nan,1,0.0003803727653100038
89,Ed Rogers,nan,1,0.0003803727653100038
90,Edgar Poe,Эдгар По,3,0.0011411182959300114
91,Edmondo De Amicis,Эдмондо Де Амичис,1,0.0003803727653100038
92,Eduardo Mendoza,Эдуардо Мендоса,1,0.0003803727653100038
93,Edward Lucas,nan,1,0.0003803727653100038
94,Elisabeth Rynell,Элисабет Рюнель,1,0.0003803727653100038
95,Eliza Orzeszkowa,Элиза Ожешко,1,0.0003803727653100038
96,Emili J. Blasco,nan,2,0.0007607455306200076
97,Emilio Salgari,Эмилио Сальгари,1,0.0003803727653100038
98,Emily Brontë,Эмили Бронте,1,0.0003803727653100038
99,Enda Curran,nan,1,0.0003803727653100038
100,Eno Raud,Эно Рауд,1,0.0003803727653100038
101,Erich Kästner,Эрих Кестнер,2,0.0007607455306200076
102,Erich Maria Remarque,Эрих Мария Ремарк,1,0.0003803727653100038
103,Erle Stanley Gardner,Эрл Стэнли Гарднер,2,0.0007607455306200076
104,Ernest Hemingway,Эрнест Хемингуэй,5,0.001901863826550019
105,Ernesto Che Guevara,Эрнесто Че Гевара,2,0.0007607455306200076
106,Ernst Theodor Amadeus Hoffmann,Эрнст Теодор Амадей Гофман,3,0.0011411182959300114
107,Ernst Welteke,Эрнст Вельтеке,1,0.0003803727653100038
108,Esteban Villarejo,nan,1,0.0003803727653100038
109,Euan McKirdy,nan,1,0.0003803727653100038
110,F. J. Calero,nan,1,0.0003803727653100038
111,F. Scott Fitzgerald,Ф. Скотт Фицджеральд,1,0.0003803727653100038
112,FRANZ-STEFAN GADY,nan,1,0.0003803727653100038
113,Federica Bianchi,Федерика Бьянки,1,0.0003803727653100038
114,Francesca Caferri,Франческа Каферри,1,0.0003803727653100038
115,Francisco López-Seivane,nan,1,0.0003803727653100038
116,Francisco de Andrés,nan,1,0.0003803727653100038
117,Frank Sellers,nan,1,0.0003803727653100038
118,Franz Kafka,Франц Кафка,2,0.0007607455306200076
119,Fred Weir,nan,1,0.0003803727653100038
120,Frédéric Beigbeder,Фредерик Бегбедер,1,0.0003803727653100038
121,Friedrich Dürrenmatt,Фридрих Дюрренматт,2,0.0007607455306200076
122,Fritz W. Ermarth,nan,1,0.0003803727653100038
123,GILBERT T. SEWALL,nan,1,0.0003803727653100038
124,Gabriel Albiac,nan,1,0.0003803727653100038
125,Gabriel García Márquez,Габриэль Гарсиа Маркес,1,0.0003803727653100038
126,Ganna Grytsenko,nan,1,0.0003803727653100038
127,George Orwell,Джордж Оруэлл,2,0.0007607455306200076
128,Gérard Genette,Жерар Женетт,2,0.0007607455306200076
129,Gianni Riotta,Джанни Риотта,1,0.0003803727653100038
130,Gilbert K. Chesterton,Гилберт К. Честертон,1,0.0003803727653100038
131,Giorgio Bassani,Джорджо Бассани,1,0.0003803727653100038
132,Giorgio Faletti,Джорджо Фалетти,1,0.0003803727653100038
133,Giovannino Guareschi,Джованнино Гуарески,1,0.0003803727653100038
134,Giuseppe Boffa,Джузеппе Боффа,1,0.0003803727653100038
135,Gottfried August Bürger,Готфрид Август Бюргер,1,0.0003803727653100038
136,Gottfried Keller,Готфрид Келлер,1,0.0003803727653100038
137,Göran Tunström,Ёран Тунстрём,3,0.0011411182959300114
138,Graeme Wood,nan,1,0.0003803727653100038
139,Graham Greene,Грэм Грин,1,0.0003803727653100038
140,Gustav Meyrink,Густав Майринк,1,0.0003803727653100038
141,Gustave Flaubert,Гюстав Флобер,1,0.0003803727653100038
142,Guy de Maupassant,Ги де Мопассан,1,0.0003803727653100038
143,H. G. Wells,Герберт Уэллс,3,0.0011411182959300114
144,Hailey Reissman,nan,1,0.0003803727653100038
145,Hal Brands,nan,2,0.0007607455306200076
146,Harijs Gāliņš,Харий Галинь,1,0.0003803727653100038
147,Harry J. Kazianis,nan,1,0.0003803727653100038
148,Heather Stewart,nan,1,0.0003803727653100038
149,Heinrich Böll,Генрих Бёлль,1,0.0003803727653100038
150,Heinrich von Kleist,Генрих фон Клейст,1,0.0003803727653100038
151,Helen Fielding,Хелен Филдинг,1,0.0003803727653100038
152,Hella Wuolijoki,Хелла Вуолийоки,1,0.0003803727653100038
153,Henry Rider Haggard,Генри Райдер Хаггард,1,0.0003803727653100038
154,Henryk Sienkiewicz,Генрик Сенкевич,2,0.0007607455306200076
155,Herman Melville,Герман Мелвилл,1,0.0003803727653100038
156,Hermann Hesse,Герман Гессе,2,0.0007607455306200076
157,Héctor Martínez,nan,1,0.0003803727653100038
158,Hilary Swift,nan,1,0.0003803727653100038
159,Hjalmar Söderberg,Яльмар Сёдерберг,2,0.0007607455306200076
160,Honoré de Balzac,Оноре де Бальзак,3,0.0011411182959300114
161,Hugo Rafael Chávez Frías,nan,1,0.0003803727653100038
162,Ian Bremmer,nan,2,0.0007607455306200076
163,Icchokas Meras,Ицхокас Мерас,20,0.007607455306200076
164,Ilmari Kianto,Илмари Кианто,1,0.0003803727653100038
165,Imants Ziedonis,Имант Зиедонис,1,0.0003803727653100038
166,Inger Edelfeldt,Ингер Эдельфельдт,1,0.0003803727653100038
167,Isaac Asimov,Айзек Азимов,1,0.0003803727653100038
168,Israel Viana,nan,2,0.0007607455306200076
169,Italo Calvino,Итало Кальвино,2,0.0007607455306200076
170,Iван Шамякiн,Иван Шамякин,6,0.002282236591860023
171,J. D. Salinger,Дж. Д. Сэлинджер,1,0.0003803727653100038
172,J. R. R. Tolkien,Дж. Р. Р. Толкин,2,0.0007607455306200076
173,JUNTA DE ANDALUCÍA,ХУНТА АНДАЛУСИИ,1,0.0003803727653100038
174,Jaan Kaplinski,Ян Каплинский,1,0.0003803727653100038
175,Jaan Kross,Яан Кросс,2,0.0007607455306200076
176,Jacek Dukaj,Яцек Дукай,1,0.0003803727653100038
177,Jack Hellner,nan,1,0.0003803727653100038
178,Jack London,Джек Лондон,5,0.001901863826550019
179,Jackson Diehl,nan,1,0.0003803727653100038
180,Jamie Bartlett,nan,1,0.0003803727653100038
181,Jan Gazdík,Ян Газдик,1,0.0003803727653100038
182,Jane Austen,Джейн Остин,2,0.0007607455306200076
183,Jaroslav Hašek,Ярослав Гашек,4,0.0015214910612400153
184,Jason Bush,nan,1,0.0003803727653100038
185,Jason Horowitz,nan,1,0.0003803727653100038
186,Javier Chikote,nan,1,0.0003803727653100038
187,Javier Solana,nan,1,0.0003803727653100038
188,Jānis Lapsa,Янис Лапса,1,0.0003803727653100038
189,Jean Cocteau,Жан Кокто,2,0.0007607455306200076
190,Jeffrey Edmonds,nan,1,0.0003803727653100038
191,Jennifer Rubin,nan,1,0.0003803727653100038
192,Jenny Leonard,nan,1,0.0003803727653100038
193,Jerome K. Jerome,Джером К. Джером,1,0.0003803727653100038
194,Jerzy Andrzejewski,Ежи Анджеевский,1,0.0003803727653100038
195,Jim Sciutto and Euan McKirdy,nan,1,0.0003803727653100038
196,Joanna Chmielewska,Иоанна Хмелевская,1,0.0003803727653100038
197,Joanne Kathleen Rowling,Дж. К. Роулинг,1,0.0003803727653100038
198,Joaquin Gómez Cano,nan,1,0.0003803727653100038
199,Jodi Hilton,nan,1,0.0003803727653100038
200,Johann Wolfgang Goethe,Иоганн Вольфганг Гёте,1,0.0003803727653100038
201,John Fowles,Джон Фаулз,1,0.0003803727653100038
202,John Galsworthy,Джон Голсуорси,5,0.001901863826550019
203,John Lloyd,nan,1,0.0003803727653100038
204,John Siciliano,nan,1,0.0003803727653100038
205,John Steinbeck,Джон Стейнбек,2,0.0007607455306200076
206,Jonathan Pearlman,nan,1,0.0003803727653100038
207,Josef von Eichendorff,Йозеф фон Эйхендорф,1,0.0003803727653100038
208,Joseph Conrad,Джозеф Конрад,1,0.0003803727653100038
209,Josh Wingrove,nan,1,0.0003803727653100038
210,Józef Ignacy Kraszewski,Юзеф Игнацы Крашевский,4,0.0015214910612400153
211,Jr,nan,1,0.0003803727653100038
212,Juan Valera,Хуан Валера,1,0.0003803727653100038
213,Juhani Aho,Юхани Ахо,1,0.0003803727653100038
214,Juhani Konkka,Юхани Конкка,2,0.0007607455306200076
215,Jules Verne,Жюль Верн,1,0.0003803727653100038
216,Julie Hennegan,nan,1,0.0003803727653100038
217,Julie McDowall,nan,1,0.0003803727653100038
218,Junta de Andalucía,Правительство Андалусии,3,0.0011411182959300114
219,Juozas Aputis,Юозас Апутис,21,0.00798782807151008
220,Karen DeYoung,nan,1,0.0003803727653100038
221,Karin Alvtegen,Карин Альвтеген,1,0.0003803727653100038
222,Karin Boye,Карин Бойе,1,0.0003803727653100038
223,Katarina Kieri,Катарина Киери,2,0.0007607455306200076
224,Kazys Saja,Казис Сая,1,0.0003803727653100038
225,Kārlis Skalbe,Карлис Скалбе,33,0.012552301255230125
226,Keith GessenJune,nan,1,0.0003803727653100038
227,Kenneth Grahame,Кеннет Грэм,1,0.0003803727653100038
228,Kenneth Rapoza,nan,1,0.0003803727653100038
229,Kurt Vonnegut,Курт Воннегут,2,0.0007607455306200076
230,Kyle Mizokami,nan,1,0.0003803727653100038
231,L. Frank Baum,Л. Фрэнк Баум,5,0.001901863826550019
232,LEONID BERSHIDSKY,nan,1,0.0003803727653100038
233,Lars Gustafsson,Ларс Густафссон,2,0.0007607455306200076
234,Lauren Weisberger,Лорен Вайсбергер,1,0.0003803727653100038
235,Lemony Snicket,Лемони Сникет,2,0.0007607455306200076
236,Leonid Bershidsky,nan,3,0.0011411182959300114
237,Lewis Carroll,Льюис Кэррол,2,0.0007607455306200076
238,Lic. Carlos Pereyra Mele,nan,1,0.0003803727653100038
239,Lindsey Galloway,nan,1,0.0003803727653100038
240,Lindsey Graham,nan,1,0.0003803727653100038
241,Luigi Pirandello,Луиджи Пиранделло,2,0.0007607455306200076
242,Luis Ignacio Parada,nan,1,0.0003803727653100038
243,Magnus Florin,Магнус Флорин,1,0.0003803727653100038
244,Maiju Lassilla,Майю Лассила,1,0.0003803727653100038
245,Majgull Axelsson,Майгулль Аксельссон,2,0.0007607455306200076
246,Manuel José Montañez Lanza,nan,1,0.0003803727653100038
247,Manuel P. Villatoro,nan,14,0.005325218714340053
248,Marcelo Falak,nan,1,0.0003803727653100038
249,Marcin Wojciechowski,Марчин Войчеховский,1,0.0003803727653100038
250,Marco Pacini,Марко Пачини,1,0.0003803727653100038
251,Margaret Mitchell,Маргарет Митчелл,2,0.0007607455306200076
252,Maria Gripe,Мария Грипе,2,0.0007607455306200076
253,Marianne Fredriksson,Мариан Фредрикссон,1,0.0003803727653100038
254,Marie Hermanson,Мари Хермансон,1,0.0003803727653100038
255,Marie Pierre Rey,Мари-Пьер Рэй,1,0.0003803727653100038
256,Mario Rodolfo Dellepere,nan,1,0.0003803727653100038
257,Mario Vargas Llosa,Марио Варгас Льоса,1,0.0003803727653100038
258,Mark Twain,Марк Твен,3,0.0011411182959300114
259,Mark Whitehouse,nan,1,0.0003803727653100038
260,Martin Karlík,Мартин Карлик,1,0.0003803727653100038
261,Martti Larni,Мартти Ларни,1,0.0003803727653100038
262,Mary Ilyushina and Frederik Pleitgen,nan,1,0.0003803727653100038
263,Mary Mapes Dodge,Мэри Мейпс Додж,1,0.0003803727653100038
264,Matthew Bodner,nan,1,0.0003803727653100038
265,Matthew Walther,nan,1,0.0003803727653100038
266,Māra Svīre,Мара Свире,1,0.0003803727653100038
267,Michael Ashelm,Михаэль Асхельм,1,0.0003803727653100038
268,Michael Calia,nan,1,0.0003803727653100038
269,Michael Connelly,Майкл Коннели,1,0.0003803727653100038
270,Michael Ende,Михаэль Энде,1,0.0003803727653100038
271,Michael Peck,nan,1,0.0003803727653100038
272,Michelle Jamrisko,nan,1,0.0003803727653100038
273,Micol Flammini,Миколь Фламмини,1,0.0003803727653100038
274,Mika Waltari,Мика Валтари,1,0.0003803727653100038
275,Milan Kundera,Милан Кундера,1,0.0003803727653100038
276,Miranda Lee,Миранда Ли,1,0.0003803727653100038
277,Mitch Leslie,nan,1,0.0003803727653100038
278,Mitsubishi Europe,Mitsubishi Europe,1,0.0003803727653100038
279,Monika Fagerholm,Моника Фагерхольм,1,0.0003803727653100038
280,Natalie Nougayrede,nan,1,0.0003803727653100038
281,Natasha Clark,nan,1,0.0003803727653100038
282,Neil MacFarquhar and Ivan Nechepurenko,nan,1,0.0003803727653100038
283,New South Wales Health Department,Департамент здравоохранения Нового Южного Уэльса,1,0.0003803727653100038
284,Niccolò Ammaniti,Никколо Амманити,1,0.0003803727653100038
285,Nicola Davis,nan,1,0.0003803727653100038
286,Nikolas K. Gvosdev,nan,1,0.0003803727653100038
287,Nora Ikstena,Нора Икстена,1,0.0003803727653100038
288,Novalis,Новалис,1,0.0003803727653100038
289,O. Henry,О. Генри,8,0.0030429821224800305
290,Olga Tokarczuk,Ольга Токарчук,1,0.0003803727653100038
291,Oscar Wilde,Оскар Уайльд,1,0.0003803727653100038
292,Óscar Gantes,nan,1,0.0003803727653100038
293,P. C. Jersild,Пер Кристиан Ершильд,1,0.0003803727653100038
294,P. L. Travers,П. Трэверс,1,0.0003803727653100038
295,PAULINA NEUDING,nan,1,0.0003803727653100038
296,Pablo Munoz,nan,1,0.0003803727653100038
297,Pablo Múñoz,nan,1,0.0003803727653100038
298,Patrick Modiano,Патрик Модиано,1,0.0003803727653100038
299,Patrick Süskind,Патрик Зюскинд,1,0.0003803727653100038
300,Paul Sonne,nan,1,0.0003803727653100038
301,Paul Waldman,nan,2,0.0007607455306200076
302,Pavel K. Baev,nan,1,0.0003803727653100038
303,Paweł Wroński,Павел Вроньский,1,0.0003803727653100038
304,Pär Lagerkvist,Пер Лагерквист,5,0.001901863826550019
305,Pedro Antonio de Alarcón,Педро Антонио де Аларкон,1,0.0003803727653100038
306,Pedro Rodrígez,nan,1,0.0003803727653100038
307,Per Olov Enqvist,Пер Улов Энквист,3,0.0011411182959300114
308,Peter Pomerantsev,nan,1,0.0003803727653100038
309,Petro Poroshenko,nan,1,0.0003803727653100038
310,Philip Stanhope,лорд Честерфилд,1,0.0003803727653100038
311,Pippa Crerar,nan,1,0.0003803727653100038
312,Prosper Merimée,Проспер Мериме,1,0.0003803727653100038
313,ROBBIE GRAMER,nan,1,0.0003803727653100038
314,ROD DREHER,nan,2,0.0007607455306200076
315,Rafael M. Mañueco,nan,4,0.0015214910612400153
316,Rainis,Райнис,2,0.0007607455306200076
317,Ramón Pérez-Maura,nan,1,0.0003803727653100038
318,Ray Bradbury,Рэй Брэдбери,1,0.0003803727653100038
319,Regīna Ezera,Регина Эзера,3,0.0011411182959300114
320,René Goscinny,Рене Госинни,1,0.0003803727653100038
321,Ricardo Segura Ballar,nan,1,0.0003803727653100038
322,Richard Brody,nan,1,0.0003803727653100038
323,Ričardas Gavelis,Ричардас Гавялис,1,0.0003803727653100038
324,Roald Dahl,Роальд Даль,1,0.0003803727653100038
325,Rob Harvilla,nan,1,0.0003803727653100038
326,Robert Fisk,nan,1,0.0003803727653100038
327,Robert L. Eichelberger,nan,1,0.0003803727653100038
328,Robert Louis Stevenson,Роберт Луис Стивенсон,4,0.0015214910612400153
329,Roberta Zunini,Роберта Дзунини,1,0.0003803727653100038
330,Rosie Dimanno,nan,1,0.0003803727653100038
331,Rudyard Kipling,Редьярд Киплинг,4,0.0015214910612400153
332,Rūdolfs Blaumanis,Рудольф Блауманис,19,0.0072270825408900724
333,SASHA POLAKOW-SURANSKY,nan,1,0.0003803727653100038
334,Samuel Bendett,nan,1,0.0003803727653100038
335,Sandro Modeo,Сандро Модео,1,0.0003803727653100038
336,Sara Lucaroni,Сара Лукарони,1,0.0003803727653100038
337,Sebastián Fest,nan,1,0.0003803727653100038
338,Selma Lagerlöf,Сельма Лагерлёф,5,0.001901863826550019
339,Sergei Ilnitsky,nan,1,0.0003803727653100038
340,Sir Timothy Garden,Сэр Тимоти Гарден,1,0.0003803727653100038
341,Stanisław Ignacy Witkiewicz,Станислав Игнацы Виткевич,1,0.0003803727653100038
342,Stanisław Lem,Станислав Лем,1,0.0003803727653100038
343,Stefan Żeromski,Стефан Жеромский,4,0.0015214910612400153
344,Stefano Cingolani,Стефано Чинголани,1,0.0003803727653100038
345,Stephan Mendel-Enk,Стефан Мендель-Энк,1,0.0003803727653100038
346,Stephen King,Стивен Кинг,8,0.0030429821224800305
347,Sven Delblanc,Свен Дельбланк,2,0.0007607455306200076
348,TNI Staff,nan,1,0.0003803727653100038
349,TURESPAÑA (Carlos Salvador) (TURESPAÑA,Карлос Сальвадор,1,0.0003803727653100038
350,Tania Romero,nan,1,0.0003803727653100038
351,Telegraf.by,Telegraf.by,23,0.008748573602130088
352,Theodor Fontane,Теодор Фонтане,1,0.0003803727653100038
353,Theodore Dreiser,Теодор Драйзер,6,0.002282236591860023
354,Thomas Gibbons-Neff,nan,1,0.0003803727653100038
355,Thomas Hardy,Томас Гарди,1,0.0003803727653100038
356,Thomas Harris,Томас Харрис,1,0.0003803727653100038
357,Thomas L. Friedman,nan,1,0.0003803727653100038
358,Thomas Mann,Томас Манн,2,0.0007607455306200076
359,Tim Lister,nan,1,0.0003803727653100038
360,Time,nan,1,0.0003803727653100038
361,Toivo Flink,Тойво Флинк,1,0.0003803727653100038
362,Tom Donnelly et al,Том Доннелли,1,0.0003803727653100038
363,Torgny Lindgren,Торгни Линдгрен,1,0.0003803727653100038
364,Tove Jansson,Туве Янссон,2,0.0007607455306200076
365,Tullio Regge,Туллио Редже,1,0.0003803727653100038
366,Umberto Eco,Умберто Эко,2,0.0007607455306200076
367,Ursula Le Guin,Урсула Ле Гуин,1,0.0003803727653100038
368,Vaižgantas,Вайжгантас,1,0.0003803727653100038
369,Valentí Puig,nan,1,0.0003803727653100038
370,Valerio Massimo Manfredi,Валерио Массимо Манфреди,1,0.0003803727653100038
371,Vanand Meliksetian,nan,1,0.0003803727653100038
372,Vicente Blasco Ibáñez,Висенте Бласко Ибаньес,1,0.0003803727653100038
373,Victor Hugo,Виктор Гюго,2,0.0007607455306200076
374,Viktor Katona,nan,1,0.0003803727653100038
